destination_id,state_name,district_name,destination_name,lat,lon,total_rooms,daily_demand_peak,cc_accommodation,cc_transport,cc_attraction,cc_water_waste,cc_ecology,cc_social,binding_constraint,sustainable_capacity,continuous_pressure,excess_demand_daily,capacity_gap,poverty_rate,mean_household_income,median_household_income,latest_aor_pct,arch_heritage,arch_nature,arch_beach,arch_food,arch_urban,poi_tags,transit_mode,pbt_name
DST_060,Perak,Kuala Kangsar,Kuala Kangsar,4.7738,100.9416,1145,1477,1855,1994,1920,2141,3397,2289,Accommodation Inventory,1855,0.796,0,0.204,6.9,6173,4687,44.7,0.35,0.8,0.05,0.98,0.15,agritourism | durian_orchard | fruit_tasting | research_station,KTM ETS & Rail,Majlis Perbandaran Kuala Kangsar (MPKK)
DST_061,Perak,Batang Padang,Batang Padang,4.2003,101.2725,885,915,1434,1235,1189,1326,2104,1418,Attraction Core Space Turnover,1189,0.769,0,0.231,6.9,6173,4687,44.7,0.4,0.92,0.05,0.7,0.45,bamboo_crafts | lata_kinjang_waterfall | sungai_klah_hot_springs | tapah_highland_gateway,KTM ETS & Rail,Majlis Daerah Tapah (MDTapah)
DST_062,Perak,Hilir Perak,Hilir Perak,4.0258,101.0208,1017,1094,1648,1478,1423,1587,2517,1696,Attraction Core Space Turnover,1423,0.769,0,0.231,6.9,6173,4687,44.7,0.94,0.3,0.25,0.94,0.6,chee_cheong_fun | historical_monument | leaning_tower_teluk_intan | perak_river_cruises,KTM ETS & Rail,Majlis Perbandaran Teluk Intan (MPTI)
DST_063,Perak,Kerian,Kerian,5.1667,100.4833,1037,1151,1680,1553,1496,1668,2647,1784,Attraction Core Space Turnover,1496,0.769,0,0.231,6.9,6173,4687,44.7,0.5,0.75,0.75,0.9,0.45,bukit_merah_laketown | kuala_kurau_fishermans_wharf | orangutan_island | seafood_mee_udang,KTM ETS & Rail,Majlis Daerah Kerian (MDKerian)
DST_064,Perak,Kampar,Kampar,4.3125,101.1508,1691,2167,2739,2926,2817,3142,4984,3359,Accommodation Inventory,2739,0.791,0,0.209,6.9,6173,4687,44.7,0.7,0.92,0.05,0.92,0.65,bread_curry_chicken | gua_tempurung | limestone_caves | tin_mining_history | utar_town,KTM ETS & Rail,Majlis Daerah Kampar (MDKampar)
DST_065,Perak,Muallim,Muallim,3.6842,101.5208,1039,1092,1683,1474,1419,1583,2511,1692,Attraction Core Space Turnover,1419,0.769,0,0.231,6.9,6173,4687,44.7,0.6,0.85,0.05,0.85,0.6,educational_heritage | hiking_trails | strata_falls | tanjung_malim_railway | yik_mun_pau,Federal Road & Express Coach,Majlis Daerah Tanjong Malim (MDTM)
DST_066,Perak,Perak Tengah,Perak Tengah,4.3583,100.9417,896,916,1452,1236,1191,1328,2107,1420,Attraction Core Space Turnover,1191,0.769,0,0.231,6.9,6173,4687,44.7,0.92,0.5,0.05,0.6,0.3,dato_maharajalela_history | padi_plains | pasir_salak_complex | perak_river_culture,KTM ETS & Rail,Majlis Daerah Perak Tengah (MDPT)
DST_067,Perak,Hulu Perak,Hulu Perak,5.4333,101.1333,872,886,1413,1197,1152,1285,2039,1374,Attraction Core Space Turnover,1152,0.769,0,0.231,6.9,6173,4687,44.7,0.45,0.99,0.05,0.55,0.2,banding_island | hornbill_sanctuary | rafflesia | royal_belum_state_park | tasik_temenggor,KTM ETS & Rail,Majlis Daerah Gerik (MDGerik) / Majlis Daerah Pengkalan Hulu (MDPengkalanHulu) / Majlis Daerah Lenggong (MDLenggong)
DST_068,Perlis,Kangar,Kangar,6.4436,100.1986,651,817,1055,1103,1062,1184,1879,1266,Accommodation Inventory,1055,0.774,0,0.226,3.6,5996,4950,40.1,0.324,0.66,0.417,0.48,0.29,birdwatching | camping_ground | chinese_bridges | coastal_dining | coral_mosaic | elevated_walkways | estuary_beach | ferry_to_langkawi | fishing_port | floating_mosque | grilled_seafood | ikan_bakar | jetty_view | jogging_circuit | kangar_town | ketam_bunga | laksa_kuala_perlis | local_picnic | lotus_lake | mangrove_coast | mangrove_setting | natural_pool | rainforest_reserve | riverfront_park | straits_of_malacca | sunset_spot | sunset_viewing | suspension_bridge | waterfall,Federal Road & Express Coach,Majlis Perbandaran Kangar (MPKangar)
DST_069,Perlis,Arau,Arau,6.4297,100.2742,377,398,611,538,518,577,916,617,Attraction Core Space Turnover,518,0.769,0,0.231,3.6,5996,4950,40.1,0.92,0.4,0.05,0.9,0.55,harum_manis_mango | istana_arau | railway_hub | royal_capital_of_perlis | royal_gallery,Federal Road & Express Coach,Majlis Perbandaran Kangar (MPKangar)
DST_070,Perlis,Padang Besar,Padang Besar,6.6628,100.3214,440,453,713,612,589,657,1042,702,Attraction Core Space Turnover,589,0.769,0,0.231,3.6,5996,4950,40.1,0.459,0.341,0.061,0.657,0.667,border_confectionery | border_lookout | border_shopping | clothing_bazaar | cloud_inversion | duty_free | guilin_of_malaysia | household_goods | migratory_birds | nakawan_range | pulut_mangga | resort_chalets | souvenirs | sunrise_panoramas | thai_goods | water_reservoir | wholesale_mart,Federal Road & Express Coach,Majlis Perbandaran Kangar (MPKangar)
DST_071,Selangor,Petaling,Petaling,3.1118,101.5947,8488,13611,13751,11433,17694,19736,31305,21097,Transport / Roadway Gridlock,11433,1.19,2178,-0.19,0.9,13296,10726,50.2,0.101,0.106,0.149,0.783,0.963,al_fresco_dining | boutiques | central_icity_mall | city_of_digital_lights | convention_hall | egyptian_pyramid | exhibitions | family_mall | flowrider | green_building | home_fairs | ice_rink | indoor_climbing | ipc_mall | meatballs | mega_retail | mutiara_damansara | park_setting | pedestrian_mall | resort_city | retail_cluster | secret_garden | setia_alam | snooze_walk | snowalk | sunway_lagoon_waterpark | swedish_furniture | top_world_megamalls | two_wings | water_play | waterworld | weddings | weekend_flea_market,Federal Road & Express Coach,Majlis Bandaraya Petaling Jaya (MBPJ) / Majlis Bandaraya Subang Jaya (MBSJ) / Majlis Bandaraya Shah Alam (MBSA)
DST_072,Selangor,Sepang,Sepang,2.6953,101.75,3778,5432,6120,7333,7062,7876,12494,8420,Accommodation Inventory,6120,0.888,0,0.112,0.9,13296,10726,50.2,0.05,0.15,0.05,0.85,0.99,district21_adventure | largest_mall_malaysia | olympic_ice_rink | symphony_walk,Federal Road & Express Coach,Majlis Perbandaran Sepang (MPSp)
DST_073,Selangor,Gombak,Gombak,3.2505,101.6508,5444,7404,8819,9996,9626,10736,17030,11477,Accommodation Inventory,8819,0.84,0,0.16,0.9,13296,10726,50.2,0.497,0.921,0.05,0.352,0.65,272_rainbow_steps | giant_panda_conservation | limestone_caves | lord_murugan_statue | national_zoo | thaipusam | tram_rides | wildlife_exhibits,Federal Road & Express Coach,Majlis Perbandaran Selayang (MPS) / Majlis Perbandaran Ampang Jaya (MPAJ)
DST_074,Selangor,Kuala Selangor,Kuala Selangor,3.3361,101.2504,3678,5000,5958,6749,6499,7249,11499,7749,Accommodation Inventory,5958,0.839,0,0.161,0.9,13296,10726,50.2,0.88,0.9,0.85,0.95,0.5,bukit_malawati | fresh_seafood | kampung_kuantan_fireflies | silvered_leaf_monkeys | sky_mirror_sasaran,KTM ETS & Rail,Majlis Perbandaran Kuala Selangor (MPKS)
DST_075,Selangor,Hulu Langat,Hulu Langat,3.1362,101.7915,3025,3877,4900,5234,5040,5621,8916,6009,Accommodation Inventory,4900,0.791,0,0.209,0.9,13296,10726,50.2,0.45,0.94,0.05,0.92,0.7,broga_hill_hiking | forest_reserves | gabai_waterfall | satay_kajang | sungai_congkak,Federal Road & Express Coach,Majlis Perbandaran Kajang (MPKj) / Majlis Perbandaran Ampang Jaya (MPAJ)
DST_076,Selangor,Klang,Klang,3.0449,101.4456,3798,5313,6153,7172,6906,7703,12219,8235,Accommodation Inventory,6153,0.863,0,0.137,0.9,13296,10726,50.2,0.2,0.05,0.05,0.6,0.94,apparel_accessories | b2b_b2c_retail | home_decor | wholesale_hub,KTM ETS & Rail,Majlis Bandaraya Diraja Klang (MBDK)
DST_077,Selangor,Kuala Langat,Kuala Langat,2.8167,101.4833,2027,2229,3284,3009,2898,3232,5127,3455,Attraction Core Space Turnover,2898,0.769,0,0.231,0.9,13296,10726,50.2,0.6,0.5,0.92,0.7,0.35,historical_landing_ww2 | ikan_bakar | kiting | mudflat_ecology | resort,Federal Road & Express Coach,Majlis Perbandaran Kuala Langat (MPKL)
DST_078,Selangor,Hulu Selangor,Hulu Selangor,3.5636,101.6575,1952,2018,3162,2724,2623,2926,4640,3127,Attraction Core Space Turnover,2623,0.769,0,0.231,0.9,13296,10726,50.2,0.75,0.95,0.05,0.7,0.45,chiling_waterfalls | frasers_foothills | hot_springs | kuala_kubu_bharu_heritage | white_water_rafting,Federal Road & Express Coach,Majlis Perbandaran Hulu Selangor (MPHS)
DST_079,Selangor,Sabak Bernam,Sabak Bernam,3.7667,100.9833,2027,2275,3284,3072,2958,3299,5233,3527,Attraction Core Space Turnover,2958,0.769,0,0.231,0.9,13296,10726,50.2,0.5,0.8,0.8,0.98,0.35,mango_king | paddy_gallery | pantai_redang | seafood_dining | sekinchan_paddy_fields,KTM ETS & Rail,Majlis Daerah Sabak Bernam (MDSB)
DST_080,Terengganu,Kuala Terengganu,Kuala Terengganu,5.3302,103.1408,3546,5908,5745,7975,7680,8566,13587,9157,Accommodation Inventory,5745,1.028,163,-0.028,5.8,7627,6627,43.1,0.585,0.254,0.638,0.816,0.802,batik_terengganu | brassware | chinatown_adjacent | coastal_park | drawbridge_adjacent | first_drawbridge_se_asia | food_stalls | horse_drawn_carriages | keropok_lekor | kite_flying | muara_terengganu | multiplex_cinema | night_lights | pacific_hypermarket | riverfront_promenade | seafront_mall | skybridge_gallery | songket | traditional_market,Federal Road & Express Coach,Majlis Bandaraya Kuala Terengganu (MBKT)
DST_081,Terengganu,Kuala Nerus,Kuala Nerus,5.3857,103.0784,827,920,1340,1242,1196,1334,2116,1426,Attraction Core Space Turnover,1196,0.769,0,0.231,5.8,7627,6627,43.1,0.303,0.5,0.949,0.791,0.385,airport_adjacent | bot_penambang | coastal_breeze | coastal_pine | drawbridge_panorama | fisherman_wharf | food_trucks | ikan_celup_tepung | keropok_lekor | miami_vibes | seafood | tetrapod_breakwater,Federal Road & Express Coach,Majlis Bandaraya Kuala Terengganu (MBKT)
DST_082,Terengganu,Kemaman,Kemaman,4.2312,103.333,1740,2684,2819,3623,3489,3891,6172,4160,Accommodation Inventory,2819,0.952,0,0.048,5.8,7627,6627,43.1,0.4,0.65,0.95,0.92,0.6,cherating_border | hai_peng_kopitiam | pantai_kemasik | sata_otak_otak | turtle_sanctuary,Federal Road & Express Coach,Majlis Perbandaran Kemaman (MPK)
DST_083,Terengganu,Besut,Besut,5.7483,102.5028,1732,2646,2806,3572,3440,3837,6086,4101,Accommodation Inventory,2806,0.943,0,0.057,5.8,7627,6627,43.1,0.45,0.9,0.99,0.8,0.4,air_panas_la | bukit_keluang_beach | marine_park | perhentian_islands | snorkeling_paradise,Federal Road & Express Coach,Majlis Daerah Besut (MDBesut)
DST_084,Terengganu,Dungun,Dungun,4.7675,103.415,1380,2060,2236,2780,2677,2986,4737,3192,Accommodation Inventory,2236,0.921,0,0.079,5.8,7627,6627,43.1,0.25,0.6,0.95,0.6,0.25,casuarina | curving_beach | south_china_sea | uitm_dungun,Federal Road & Express Coach,Majlis Perbandaran Dungun (MPD)
DST_085,Terengganu,Marang,Marang,5.2056,103.2058,692,772,1121,1042,1004,1119,1776,1197,Attraction Core Space Turnover,1004,0.769,0,0.231,5.8,7627,6627,43.1,0.6,0.85,0.98,0.8,0.35,marang_river_safari | pristine_beaches | pulau_kapas_gateway | traditional_boatbuilding,Federal Road & Express Coach,Majlis Daerah Marang (MDMarang)
DST_086,Terengganu,Setiu,Setiu,5.5667,102.7333,667,752,1081,1015,977,1090,1729,1165,Attraction Core Space Turnover,977,0.769,0,0.231,5.8,7627,6627,43.1,0.75,0.7,0.98,0.9,0.2,celup_tepung | coconut_groves | redang_views | traditional_terengganu_houses,Federal Road & Express Coach,Majlis Daerah Setiu (MDSetiu)
DST_087,Terengganu,Hulu Terengganu,Hulu Terengganu,4.975,102.9333,553,565,896,763,735,820,1300,876,Attraction Core Space Turnover,735,0.769,0,0.231,5.8,7627,6627,43.1,0.4,0.99,0.05,0.6,0.25,houseboats | kenyir_elephant_village | largest_manmade_lake | lasir_waterfall | tasik_kenyir,Federal Road & Express Coach,Majlis Daerah Hulu Terengganu (MDHT)
DST_088,Sabah,Kota Kinabalu,Kota Kinabalu,5.9804,116.0735,5753,9410,9320,12703,12233,13644,21643,14585,Accommodation Inventory,9320,1.01,90,-0.01,17.7,6498,4890,51.3,0.157,0.127,0.396,0.803,0.914,autocity | cinema | coastal_park | computers_electronics | cultural_performances | dining_strip | downtown_kk | first_beach_stalls | fruit_juices | furniture | golf_course | gsc_cinema | hotels | hypermarket | island_ferry_jetty | it_hub_sabah | kk_times_square | kk_waterfront | local_crafts | luxury_brands | luxury_resort | metrojaya | pearl_jewellery | pioneer_complex | seafront_dining | ums_adjacent | value_shopping | world_class_sunset | yacht_marina,Federal Road & Express Coach,Dewan Bandaraya Kota Kinabalu (DBKK)
DST_089,Sabah,Ranau,Ranau,5.9525,116.6644,3141,4474,5088,6041,5817,6488,3356,6935,Ecological Slope & Forest KSAS Buffer,3356,1.333,1119,-0.333,17.7,6498,4890,51.3,0.397,0.936,0.05,0.765,0.236,boulder_stream | camping | canopy_walk | crystal_clear_river | dusunic_culture | fresh_milk | gelato | handicraft_tamu | handicrafts | highland_vegetables | kinabalu_park_substation | kinabalu_viewpoint | kundasang_plateau | little_new_zealand | mount_kinabalu_view | mountain_view | mountain_vista | pineapples | polumpung_melangkap | rafflesia_blooming | sulphur_hot_springs | wooden_lookout_tower,Federal Road & Express Coach,Majlis Daerah Ranau (MDRanau)
DST_090,Sabah,Tawau,Tawau,4.2498,117.8871,2718,4035,4403,5447,5246,5851,9281,6254,Accommodation Inventory,4403,0.916,0,0.084,17.7,6498,4890,51.3,0.7,0.1,0.35,0.95,0.65,amplang_crackers | dried_seafood | indonesian_batik | largest_indoor_market,Federal Road & Express Coach,Majlis Perbandaran Tawau (MPT)
DST_091,Sabah,Sandakan,Sandakan,5.8394,118.1172,3732,5618,6046,7585,7304,8146,12922,8708,Accommodation Inventory,6046,0.929,0,0.071,17.7,6498,4890,51.3,0.88,0.98,0.7,0.85,0.65,agnes_keith_house | bornea_sun_bears | labuk_bay_proboscis | memorial_park | sepilok_orangutans,Federal Road & Express Coach,Majlis Perbandaran Sandakan (MPS)
DST_092,Sabah,Keningau,Keningau,5.34,116.1601,1176,1209,1905,1632,1571,1753,2780,1874,Attraction Core Space Turnover,1571,0.769,0,0.231,17.7,6498,4890,51.3,0.6,0.88,0.05,0.65,0.45,crocker_range_park | inland_plateau | murut_cultural_centre | oath_stone | waterfalls,Federal Road & Express Coach,Majlis Daerah Keningau (MDK)
DST_093,Sabah,Penampang,Penampang,5.9125,116.1158,2006,2570,3250,3469,3341,3726,5911,3983,Accommodation Inventory,3250,0.791,0,0.209,17.7,6498,4890,51.3,0.95,0.65,0.15,0.85,0.7,kaamatan_harvest | kadazandusun_heartland | monsopiad_cultural_village | st_michaels_church,Federal Road & Express Coach,Majlis Daerah Penampang (MDPenampang)
DST_094,Sabah,Tuaran,Tuaran,6.1794,116.2306,2226,3015,3606,4070,3919,4371,6933,4673,Accommodation Inventory,3606,0.836,0,0.164,17.7,6498,4890,51.3,0.65,0.75,0.9,0.88,0.55,bajau_horsemen | dalit_bay_resort | rumah_terbalik | tamu_tuaran | tuaran_mee,Federal Road & Express Coach,Majlis Daerah Tuaran (MDTuaran)
DST_095,Sabah,Kudat,Kudat,6.8833,116.8333,1436,1586,2326,2141,2061,2299,3647,2458,Attraction Core Space Turnover,2061,0.769,0,0.231,17.7,6498,4890,51.3,0.75,0.85,0.98,0.7,0.35,gong_making_village | rungus_longhouses | simpang_mengayau | tip_of_borneo | virgin_beaches,Federal Road & Express Coach,Lembaga Bandaran Kudat (LBK)
DST_096,Sabah,Lahad Datu,Lahad Datu,5.0267,118.3275,1169,1235,1894,1667,1605,1791,2840,1914,Attraction Core Space Turnover,1605,0.769,0,0.231,17.7,6498,4890,51.3,0.35,0.99,0.65,0.5,0.35,borneo_pygmy_elephants | danum_valley_conservation | primary_rainforest | tabin_wildlife_reserve,Federal Road & Express Coach,Majlis Daerah Lahad Datu (MDLD)
DST_097,Sabah,Semporna,Semporna,4.4819,118.6111,3479,5078,5636,6855,6601,4316,11678,7870,Clean Water Buffer (SPAN Reserve),4316,1.176,762,-0.176,17.7,6498,4890,51.3,0.391,0.969,0.98,0.369,0.135,bajau_laut_stilt_villages | coral_reefs | epic_viewpoint | extinct_volcano_crater | giant_clam_hatchery | muck_diving | turquoise_lagoon | water_bungalows,Federal Road & Express Coach,Majlis Daerah Semporna (MDSemporna)
DST_098,Sarawak,Kuching,Kuching,1.5533,110.344,6508,10466,10543,14129,13605,15175,24071,16222,Accommodation Inventory,10543,0.993,0,0.007,8.4,6947,5504,44.2,0.339,0.161,0.106,0.838,0.939,colonial_square | darul_hana_bridge | department_stores | dining_court | family_leisure | fashion | foodbazaar | fort_margherita | imax_cinema | international_retail | kek_lapis | largest_mall_sarawak | premier_mall | regional_mall | sarawak_river | supermarket | tapioca_dining,Federal Road & Express Coach,Dewan Bandaraya Kuching Utara (DBKU) / Majlis Bandaraya Kuching Selatan (MBKS) / Majlis Perbandaran Padawan (MPP)
DST_099,Sarawak,Sibu,Sibu,2.2873,111.8306,3880,5551,6286,7494,7217,8050,12768,8605,Accommodation Inventory,6286,0.883,0,0.117,8.4,6947,5504,44.2,0.457,0.069,0.05,0.805,0.832,base_jumping | central_sarawak_mall | civic_square | community_center | department_store | hypermarket | iban_produce | kampua_mee | largest_market_in_malaysia | live_poultry_newspaper | retail_chains | tallest_building_sibu,Federal Road & Express Coach,Majlis Perbandaran Sibu (SMC) / Majlis Daerah Luar Bandar Sibu (MDLBS)
DST_100,Sarawak,Bintulu,Bintulu,3.1706,113.0402,3919,5701,6349,7696,7411,8266,13112,8837,Accommodation Inventory,6349,0.898,0,0.102,8.4,6947,5504,44.2,0.104,0.072,0.406,0.721,0.898,bbq_picnic | belacan_bintulu | casuarina_coast | coastal_breeze | commercial_hub | h&m | new_town | parkson | retail | seafront_lifestyle_mall | starbucks_reserve | supermarket,Federal Road & Express Coach,Lembaga Kemajuan Bintulu (BDA)
DST_101,Sarawak,Miri,Miri,4.4148,114.0089,4417,6741,7156,9101,8764,9775,15505,10449,Accommodation Inventory,7156,0.942,0,0.058,8.4,6947,5504,44.2,0.65,0.99,0.9,0.85,0.85,grand_old_lady | gunung_mulu_national_park | luak_esplanade | niah_caves | unesco_world_heritage,Federal Road & Express Coach,Majlis Bandaraya Miri (MBM)
DST_102,Sarawak,Sri Aman,Sri Aman,1.2384,111.4621,1324,1361,2145,1837,1769,1973,3130,2109,Attraction Core Space Turnover,1769,0.769,0,0.231,8.4,6947,5504,44.2,0.8,0.75,0.05,0.65,0.35,batang_lupar_tidal_bore | benak_festival | fort_alice | peaceful_town | river_heritage,Federal Road & Express Coach,Majlis Daerah Sri Aman (MDSA)
DST_103,Sarawak,Samarahan,Samarahan,1.4583,110.45,1953,2489,3164,3359,3235,3608,5724,3857,Accommodation Inventory,3164,0.787,0,0.213,8.4,6947,5504,44.2,0.35,0.6,0.3,0.7,0.65,asajaya_agritourism | batang_sadong_bridge | kota_samarahan_education | riverine_coast,Federal Road & Express Coach,Majlis Perbandaran Kota Samarahan (MPKS)
DST_104,Sarawak,Limbang,Limbang,4.75,115.0,1234,1282,1999,1731,1667,1860,2950,1988,Attraction Core Space Turnover,1667,0.769,0,0.231,8.4,6947,5504,44.2,0.5,0.85,0.2,0.65,0.4,brunei_border_transit | bukit_mas_park | mud_volcanoes | tamu_limbang,Federal Road & Express Coach,Majlis Daerah Limbang (MDLimbang)
DST_105,Sarawak,Mukah,Mukah,2.8958,112.0917,1597,1788,2587,2414,2324,2592,4112,2771,Attraction Core Space Turnover,2324,0.769,0,0.231,8.4,6947,5504,44.2,0.95,0.6,0.85,0.92,0.35,kaul_festival | lamin_dana | melanau_heritage | sago_agritourism | traditional_tall_houses,Federal Road & Express Coach,Majlis Daerah Dalat dan Mukah (MDDM)
DST_106,Sarawak,Sarikei,Sarikei,2.1167,111.5167,1147,1220,1858,1648,1587,1770,2807,1892,Attraction Core Space Turnover,1587,0.769,0,0.231,8.4,6947,5504,44.2,0.4,0.7,0.15,0.9,0.4,pineapple_capital | rejang_riverfront | sarikei_oranges | sebangkoi_country_park,Federal Road & Express Coach,Majlis Daerah Sarikei (MDSarikei) / Majlis Daerah Maradong dan Julau (MDMJ)
DST_107,Sarawak,Kapit,Kapit,2.0167,112.9333,1388,1419,2249,1915,1844,2057,3263,2199,Attraction Core Space Turnover,1844,0.769,0,0.231,8.4,6947,5504,44.2,0.92,0.92,0.05,0.6,0.3,fort_sylvia | iban_longhouses | pelagus_rapids | rainforest_interior | rejang_river_express,Federal Road & Express Coach,Majlis Daerah Kapit (MDKapit)
DST_108,W.P. Kuala Lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,3.139,101.6869,15000,23969,24300,20134,31160,34756,55130,37153,Transport / Roadway Gridlock,20134,1.19,3835,-0.19,1.0,13985,10802,61.4,0.245,0.084,0.05,0.817,0.97,aquaria_klcc | art_deco_heritage | bargain_shopping | batik_crafting | bukit_bintang | chinatown | cinemas | crystal_fountain | department_store | dining | esports | exhibition_centre | exhibition_halls | family_mall | festive_shopping | food_hall | heritage_temples | indoor_arena | indoor_roller_coaster | international_exhibitions | jalan_tuanku_abdul_rahman | japanese_retail | kasturi_walk | klcc_park | lifestyle_mall | lifestyle_shopping | lrt_ktm_transit | luxury_couture | luxury_shopping | malaysian_handicrafts | mega_concerts | megamall | mice_tourism | monorail_connected | national_convention_hub | national_sports_complex | night_market | petronas_twin_towers | plenary_hall | political_heritage | pudu_jail_heritage_gate | retail_bazaar | retail_diversity | rooftop_garden | skybridge | street_food | the_gardens | tokyo_street | wtc_connected,Federal Road & Express Coach,Dewan Bandaraya Kuala Lumpur (DBKL)
DST_109,W.P. Putrajaya,W.P. Putrajaya,W.P. Putrajaya,2.9264,101.6964,15000,18498,24300,24972,24047,26821,42544,28671,Attraction Core Space Turnover,24047,0.769,0,0.231,0.2,13846,10769,55.5,0.496,0.381,0.073,0.554,0.879,architectural_bridges | bmx_trail | botanical_collections | boulevard | canoeing_kayaking | ceremonial_plaza | commercial_offices | cycling | dining | english_sunflower_gardens | european_pine_trees | extreme_sports | family_dining | flamingos_birdwatching | gsc_cinema | hilltop_convention_centre | hilltop_jogging | iconic_symbol | indoor_rock_climbing | islamic_architecture | kite_flying | lake_boat_tour | lake_setting | lakefront_dining | lakefront_mosque | lakefront_sanctuary | lakefront_walk | lookout_tower | man_made_wetland | masjid_putra_adjacent | moroccan_pavilion | national_day_parade | nature_education | night_lights | palace_of_justice | panoramic_city_view | pending_perak_architecture | perahu_dondang_sayang | picnic_haven | pink_granite | presint_4 | prime_ministers_office | retail | shopping_mall | skate_park | spiritual_modern | state_flags | steel_architecture | sunset_cruise | swimming_pool | unesco_heritage_tree_park | watersports | wire_mesh_screens,Federal Road & Express Coach,Perbadanan Putrajaya (PPj)
DST_110,W.P. Labuan,W.P. Labuan,W.P. Labuan,5.2831,115.2308,15000,19387,24300,26172,25203,28111,44590,30050,Accommodation Inventory,24300,0.798,0,0.202,2.0,8555,7383,34.8,0.426,0.443,0.707,0.561,0.445,anzac_day | bbq_picnics | brunai_malay_culture | chalets | cinema | civic_square | coastal_breeze | coconut_drink | colonial_flame_tree | commonwealth_war_graves | convention_hall | coral_snorkeling | domed_aviary | duty_free_mall | family_leisure | fishing_spots | food_stalls | football_field | fresh_fish | homestays | hornbills | kuraman_island | longest_beach | marine_museum | national_day_events | nature_walk | offshore_financial_hub | peace_park | peace_park_adjacent | pine_trees | promenade | rock_formations | rustic_beach | rusukan_islands | satay | sea_challenge | sea_turtle_nesting | seaside_market | shipwreck_diving | stilt_houses | sunset_spot | surrender_point | tropical_birds | water_sports_complex | water_village | wooden_boardwalks | ww2_history,Federal Road & Express Coach,Perbadanan Labuan (PL)
